id,sex,age,principal_residence
SD2000615,여성,10대,제주
SD2000616,여성,20대,제주
SD2000052,여성,20대,강원
SD2000053,여성,30대,강원
SD2000617,남성,40대,서울
SD2000618,여성,50대,서울
SD2000619,남성,40대,서울
SD2000617,남성,40대,서울
SD2000619,남성,40대,서울
SD2000618,여성,50대,서울
SD2000620,여성,40대,부산
SD2000621,남성,20대,서울
SD2000622,여성,30대,경기
SD2000621,남성,20대,서울
SD2000622,여성,30대,경기
SD2000620,여성,40대,부산
SD2000623,남성,40대,서울
SD2000624,여성,10대,제주
SD2000625,남성,40대,서울
SD2000624,여성,10대,제주
SD2000625,남성,40대,서울
SD2000623,남성,40대,서울
SD2000626,남성,20대,서울
SD2000627,여성,30대,경기
SD2000626,남성,20대,서울
SD2000627,여성,30대,경기
SD2000628,여성,60대,경기
SD2000629,여성,50대,서울
SD2000629,여성,50대,서울
SD2000630,여성,50대,광주
SD2000628,여성,60대,경기
SD2000630,여성,50대,광주
SD2000631,남성,60대,서울
SD2000632,여성,60대,서울
SD2000631,남성,60대,서울
SD2000632,여성,60대,서울
SD2000633,남성,40대,전남
SD2000634,여성,40대,전북
SD2000634,여성,40대,전북
SD2000635,여성,50대,경기
SD2000633,남성,40대,전남
SD2000635,여성,50대,경기
SD2000636,여성,60대,서울
SD2000637,여성,10대,경기
SD2000638,여성,10대,서울
SD2000636,여성,60대,서울
SD2000638,여성,10대,서울
SD2000637,여성,10대,경기
SD2000639,여성,20대,서울
SD2000640,여성,10대,서울
SD2000639,여성,20대,서울
SD2000640,여성,10대,서울
SD2000641,여성,40대,서울
SD2000642,여성,50대,서울
SD2000641,여성,40대,서울
SD2000642,여성,50대,서울
SD2000643,여성,20대,대구
SD2000644,여성,30대,대구
SD2000643,여성,20대,대구
SD2000644,여성,30대,대구
SD2000645,여성,30대,대구
SD2000646,여성,20대,대구
SD2000645,여성,30대,대구
SD2000646,여성,20대,대구
SD2000647,여성,50대,대구
SD2000648,여성,50대,대구
SD2000647,여성,50대,대구
SD2000649,여성,50대,대구
SD2000648,여성,50대,대구
SD2000649,여성,50대,대구
SD2000650,여성,30대,전남
SD2000651,남성,30대,서울
SD2000650,여성,30대,전남
SD2000651,남성,30대,서울
SD2000652,여성,30대,광주
SD2000653,여성,20대,광주
SD2000652,여성,30대,광주
SD2000654,남성,30대,대전
SD2000654,남성,30대,대전
SD2000653,여성,20대,광주
SD2000655,여성,40대,강원
SD2000656,여성,40대,강원
SD2000655,여성,40대,강원
SD2000656,여성,40대,강원
SD2000657,남성,20대,강원
SD2000658,남성,20대,인천
SD2000657,남성,20대,강원
SD2000659,여성,20대,강원
SD2000658,남성,20대,인천
SD2000659,여성,20대,강원
SD2000660,여성,50대,충북
SD2000661,여성,40대,경기
SD2000660,여성,50대,충북
SD2000661,여성,40대,경기
SD2000662,여성,40대,서울
SD2000663,여성,40대,서울
SD2000662,여성,40대,서울
SD2000664,여성,40대,경기
SD2000663,여성,40대,서울
SD2000664,여성,40대,경기
SD2000665,여성,60대,전남
SD2000666,여성,50대,서울
SD2000667,여성,40대,서울
SD2000665,여성,60대,전남
SD2000667,여성,40대,서울
SD2000666,여성,50대,서울
SD2000668,여성,10대,경기
SD2000669,남성,20대,서울
SD2000668,여성,10대,경기
SD2000669,남성,20대,서울
SD2000670,여성,30대,서울
SD2000671,남성,30대,서울
SD2000670,여성,30대,서울
SD2000671,남성,30대,서울
SD2000672,여성,40대,서울
SD2000673,여성,20대,서울
SD2000674,여성,20대,경기
SD2000673,여성,20대,서울
SD2000674,여성,20대,경기
SD2000672,여성,40대,서울
SD2000675,남성,40대,서울
SD2000676,남성,40대,서울
SD2000675,남성,40대,서울
SD2000677,남성,50대,서울
SD2000676,남성,40대,서울
SD2000677,남성,50대,서울
SD2000678,여성,10대,경기
SD2000679,여성,10대,서울
SD2000678,여성,10대,경기
SD2000680,여성,10대,부산
SD2000679,여성,10대,서울
SD2000680,여성,10대,부산
SD2000681,여성,10대,경기
SD2000682,여성,10대,서울
SD2000681,여성,10대,경기
SD2000683,여성,10대,서울
SD2000682,여성,10대,서울
SD2000683,여성,10대,서울
SD2000684,여성,40대,전남
SD2000685,여성,40대,경기
SD2000684,여성,40대,전남
SD2000685,여성,40대,경기
SD2000686,여성,50대,서울
SD2000687,여성,50대,경기
SD2000688,여성,40대,경기
SD2000687,여성,50대,경기
SD2000688,여성,40대,경기
SD2000686,여성,50대,서울
SD2000689,여성,50대,광주
SD2000690,여성,50대,경기
SD2000689,여성,50대,광주
SD2000690,여성,50대,경기
SD2000691,여성,40대,전북
SD2000692,여성,40대,강원
SD2000693,여성,50대,전남
SD2000692,여성,40대,강원
SD2000693,여성,50대,전남
SD2000691,여성,40대,전북
SD2000694,여성,10대,경기
SD2000695,여성,10대,경기
SD2000696,여성,10대,경기
SD2000695,여성,10대,경기
SD2000696,여성,10대,경기
SD2000694,여성,10대,경기
SD2000697,여성,40대,경기
SD2000698,여성,40대,서울
SD2000699,남성,40대,경기
SD2000698,여성,40대,서울
SD2000699,남성,40대,경기
SD2000697,여성,40대,경기
SD2000700,여성,50대,경기
SD2000701,여성,50대,대전
SD2000700,여성,50대,경기
SD2000701,여성,50대,대전
SD2000702,남성,50대,대전
SD2000703,남성,50대,대전
SD2000702,남성,50대,대전
SD2000703,남성,50대,대전
SD2000704,남성,10대,충남
SD2000705,남성,10대,대전
SD2000704,남성,10대,충남
SD2000705,남성,10대,대전
SD2000706,남성,40대,충북
SD2000707,남성,10대,대전
SD2000706,남성,40대,충북
SD2000707,남성,10대,대전
SD2000708,여성,10대,대전
SD2000709,여성,10대,인천
SD2000708,여성,10대,대전
SD2000709,여성,10대,인천
SD2000710,여성,50대,대전
SD2000711,여성,50대,대전
SD2000710,여성,50대,대전
SD2000711,여성,50대,대전
SD2000908,여성,40대,강원
SD2000909,여성,40대,강원
SD2000714,남성,20대,광주
SD2000715,여성,20대,광주
SD2000714,남성,20대,광주
SD2000715,여성,20대,광주
SD2000716,여성,20대,광주
SD2000717,여성,50대,광주
SD2000716,여성,20대,광주
SD2000718,여성,30대,광주
SD2000717,여성,50대,광주
SD2000718,여성,30대,광주
SD2000719,여성,20대,경남
SD2000720,여성,20대,광주
SD2000719,여성,20대,경남
SD2000720,여성,20대,광주
SD2000721,여성,20대,광주
SD2000722,여성,20대,광주
SD2000721,여성,20대,광주
SD2000723,여성,20대,광주
SD2000724,여성,20대,광주
SD2000725,여성,20대,광주
SD2000724,여성,20대,광주
SD2000726,남성,10대,광주
SD2000725,여성,20대,광주
SD2000726,남성,10대,광주
SD2000727,여성,10대,인천
SD2000728,여성,10대,인천
SD2000729,여성,50대,경기
SD2000728,여성,10대,인천
SD2000729,여성,50대,경기
SD2000727,여성,10대,인천
SD2000730,여성,10대,경기
SD2000731,여성,10대,경기
SD2000732,남성,50대,서울
SD2000731,여성,10대,경기
SD2000732,남성,50대,서울
SD2000730,여성,10대,경기
SD2000733,여성,10대,서울
SD2000734,여성,10대,서울
SD2000735,남성,40대,제주
SD2000734,여성,10대,서울
SD2000735,남성,40대,제주
SD2000733,여성,10대,서울
SD2000736,여성,40대,서울
SD2000737,여성,40대,경기
SD2000738,남성,40대,인천
SD2000737,여성,40대,경기
SD2000738,남성,40대,인천
SD2000736,여성,40대,서울
SD2000739,여성,10대,경기
SD2000740,여성,10대,서울
SD2000739,여성,10대,경기
SD2000740,여성,10대,서울
SD2000741,남성,40대,서울
SD2000742,여성,50대,경북
SD2000741,남성,40대,서울
SD2000742,여성,50대,경북
SD2000743,여성,10대,서울
SD2000744,여성,10대,서울
SD2000743,여성,10대,서울
SD2000744,여성,10대,서울
SD2000745,여성,10대,인천
SD2000746,여성,10대,인천
SD2000745,여성,10대,인천
SD2000746,여성,10대,인천
SD2000747,남성,10대,서울
SD2000748,여성,40대,충남
SD2000747,남성,10대,서울
SD2000748,여성,40대,충남
SD2000749,남성,20대,강원
SD2000750,여성,20대,강원
SD2000749,남성,20대,강원
SD2000751,여성,20대,대구
SD2000750,여성,20대,강원
SD2000751,여성,20대,대구
SD2000752,여성,20대,서울
SD2000753,여성,20대,경기
SD2000753,여성,20대,경기
SD2000754,남성,20대,서울
SD2000752,여성,20대,서울
SD2000754,남성,20대,서울
SD2000755,여성,20대,경기
SD2000756,여성,20대,경북
SD2000755,여성,20대,경기
SD2000756,여성,20대,경북
SD2000757,여성,10대,인천
SD2000758,여성,10대,인천
SD2000757,여성,10대,인천
SD2000758,여성,10대,인천
SD2000759,여성,50대,서울
SD2000760,여성,40대,경기
SD2000761,여성,50대,서울
SD2000760,여성,40대,경기
SD2000761,여성,50대,서울
SD2000759,여성,50대,서울
SD2000762,여성,50대,서울
SD2000763,남성,40대,서울
SD2000762,여성,50대,서울
SD2000763,남성,40대,서울
SD2000764,여성,50대,서울
SD2000765,여성,50대,서울
SD2000765,여성,50대,서울
SD2000766,여성,40대,서울
SD2000764,여성,50대,서울
SD2000766,여성,40대,서울
SD2000767,여성,40대,경기
SD2000768,여성,40대,대전
SD2000767,여성,40대,경기
SD2000768,여성,40대,대전
SD2000769,여성,10대,인천
SD2000770,남성,10대,대전
SD2000769,여성,10대,인천
SD2000770,남성,10대,대전
SD2000771,여성,20대,광주
SD2000772,여성,20대,광주
SD2000771,여성,20대,광주
SD2000772,여성,20대,광주
SD2000773,여성,30대,전남
SD2000774,남성,30대,전남
SD2000773,여성,30대,전남
SD2000774,남성,30대,전남
SD2000775,여성,50대,광주
SD2000776,여성,50대,광주
SD2000775,여성,50대,광주
SD2000776,여성,50대,광주
SD2000777,여성,20대,광주
SD2000778,여성,20대,광주
SD2000777,여성,20대,광주
SD2000778,여성,20대,광주
SD2000779,남성,40대,광주
SD2000780,남성,40대,광주
SD2000780,남성,40대,광주
SD2000781,남성,40대,광주
SD2000779,남성,40대,광주
SD2000781,남성,40대,광주
SD2000782,여성,10대,전남
SD2000783,여성,10대,전남
SD2000784,여성,10대,광주
SD2000785,여성,10대,광주
SD2000784,여성,10대,광주
SD2000785,여성,10대,광주
SD2000786,남성,60대,강원
SD2000787,여성,40대,강원
SD2000786,남성,60대,강원
SD2000788,여성,40대,강원
SD2000787,여성,40대,강원
SD2000788,여성,40대,강원
SD2000789,여성,10대,서울
SD2000790,여성,10대,서울
SD2000789,여성,10대,서울
SD2000790,여성,10대,서울
SD2000791,남성,40대,서울
SD2000792,남성,40대,서울
SD2000791,남성,40대,서울
SD2000792,남성,40대,서울
SD2000793,여성,40대,경기
SD2000794,여성,50대,충북
SD2000793,여성,40대,경기
SD2000794,여성,50대,충북
SD2001176,여성,30대,서울
SD2001177,여성,50대,제주
SD2000795,여성,10대,서울
SD2000796,여성,10대,서울
SD2000797,여성,10대,서울
SD2000798,여성,10대,경기
SD2000797,여성,10대,서울
SD2000798,여성,10대,경기
SD2000799,여성,40대,서울
SD2000800,여성,10대,경기
SD2000799,여성,40대,서울
SD2000801,여성,10대,경기
SD2000800,여성,10대,경기
SD2000801,여성,10대,경기
SD2000802,여성,20대,충북
SD2000803,여성,20대,대구
SD2000802,여성,20대,충북
SD2000803,여성,20대,대구
SD2000804,여성,30대,경기
SD2000805,남성,20대,경기
SD2000804,여성,30대,경기
SD2000805,남성,20대,경기
SD2000806,여성,50대,서울
SD2000807,여성,50대,서울
SD2000806,여성,50대,서울
SD2000807,여성,50대,서울
SD2000808,여성,10대,경기
SD2000809,여성,10대,경기
SD2000808,여성,10대,경기
SD2000809,여성,10대,경기
SD2000810,여성,40대,경기
SD2000811,여성,20대,서울
SD2000810,여성,40대,경기
SD2000811,여성,20대,서울
SD2000812,여성,10대,서울
SD2000813,여성,50대,서울
SD2000812,여성,10대,서울
SD2000813,여성,50대,서울
SD2001222,여성,40대,제주
SD2001223,남성,50대,광주
SD2001222,여성,40대,제주
SD2001223,남성,50대,광주
SD2000816,여성,50대,전남
SD2000817,여성,50대,대전
SD2000816,여성,50대,전남
SD2000817,여성,50대,대전
SD2000818,여성,60대,대구
SD2000819,여성,50대,대구
SD2000818,여성,60대,대구
SD2000820,여성,60대,대구
SD2000819,여성,50대,대구
SD2000820,여성,60대,대구
SD2000821,남성,30대,광주
SD2000822,남성,40대,전남
SD2000821,남성,30대,광주
SD2000823,남성,40대,광주
SD2000822,남성,40대,전남
SD2000823,남성,40대,광주
SD2000824,여성,10대,광주
SD2000825,남성,10대,광주
SD2000826,남성,40대,광주
SD2000827,남성,50대,광주
SD2000826,남성,40대,광주
SD2000828,남성,50대,서울
SD2000827,남성,50대,광주
SD2000828,남성,50대,서울
SD2000829,여성,40대,광주
SD2000830,여성,40대,광주
SD2000829,여성,40대,광주
SD2000830,여성,40대,광주
SD2000831,여성,10대,경기
SD2000832,여성,10대,경기
SD2000831,여성,10대,경기
SD2000832,여성,10대,경기
SD2000833,여성,10대,경기
SD2000834,여성,10대,경기
SD2000833,여성,10대,경기
SD2000834,여성,10대,경기
SD2000835,여성,10대,경기
SD2000836,남성,40대,서울
SD2000835,여성,10대,경기
SD2000837,여성,10대,경기
SD2000836,남성,40대,서울
SD2000837,여성,10대,경기
SD2000838,여성,10대,서울
SD2000839,남성,50대,경기
SD2000838,여성,10대,서울
SD2000839,남성,50대,경기
SD2000840,여성,10대,서울
SD2000841,여성,10대,경기
SD2000840,여성,10대,서울
SD2000841,여성,10대,경기
SD2000842,여성,50대,전남
SD2000843,여성,50대,전남
SD2000844,남성,40대,서울
SD2000843,여성,50대,전남
SD2000844,남성,40대,서울
SD2000842,여성,50대,전남
SD2000845,여성,10대,서울
SD2000846,여성,10대,서울
SD2000845,여성,10대,서울
SD2000846,여성,10대,서울
SD2000847,여성,20대,경북
SD2000848,여성,20대,경남
SD2000847,여성,20대,경북
SD2000848,여성,20대,경남
SD2001380,여성,60대,광주
SD2001381,여성,50대,광주
SD2000849,여성,50대,대전
SD2000850,여성,50대,충북
SD2000851,남성,60대,대전
SD2000852,여성,60대,충남
SD2001253,남성,40대,서울
SD2001255,남성,50대,부산
SD2000853,여성,40대,경기
SD2000854,여성,50대,인천
SD2000853,여성,40대,경기
SD2000854,여성,50대,인천
SD2000855,여성,20대,대구
SD2000856,여성,50대,대구
SD2000855,여성,20대,대구
SD2000856,여성,50대,대구
SD2000857,남성,50대,부산
SD2000858,여성,50대,대구
SD2000857,남성,50대,부산
SD2000858,여성,50대,대구
SD2000859,여성,20대,광주
SD2000860,여성,50대,경기
SD2000859,여성,20대,광주
SD2000861,남성,30대,서울
SD2000860,여성,50대,경기
SD2000861,남성,30대,서울
SD2000862,여성,10대,강원
SD2000863,여성,10대,강원
SD2000862,여성,10대,강원
SD2000864,여성,10대,강원
SD2000863,여성,10대,강원
SD2000864,여성,10대,강원
SD2000865,여성,10대,제주
SD2000866,여성,10대,제주
SD2000865,여성,10대,제주
SD2000866,여성,10대,제주
SD2000867,남성,50대,서울
SD2000868,여성,50대,제주
SD2000867,남성,50대,서울
SD2000868,여성,50대,제주
SD2000869,여성,50대,부산
SD2000870,여성,50대,부산
SD2000869,여성,50대,부산
SD2000870,여성,50대,부산
SD2000871,여성,40대,부산
SD2000872,여성,10대,부산
SD2000871,여성,40대,부산
SD2000872,여성,10대,부산
SD2000873,여성,60대,서울
SD2000874,여성,60대,서울
SD2000873,여성,60대,서울
SD2000875,여성,10대,경기
SD2000874,여성,60대,서울
SD2000875,여성,10대,경기
SD2000876,여성,10대,서울
SD2000877,여성,10대,서울
SD2000878,여성,50대,부산
SD2000879,여성,40대,경기
SD2000876,여성,10대,서울
SD2000877,여성,10대,서울
SD2000878,여성,50대,부산
SD2000879,여성,40대,경기
SD2000881,남성,30대,경기
SD2000880,여성,20대,경기
SD2000881,남성,30대,경기
SD2000880,여성,20대,경기
SD2001317,남성,40대,경남
SD2001318,여성,40대,서울
SD2000882,여성,10대,부산
SD2000883,여성,10대,부산
SD2000884,남성,10대,부산
SD2000885,남성,10대,부산
SD2000884,남성,10대,부산
SD2000885,남성,10대,부산
SD2000886,여성,10대,부산
SD2000887,여성,10대,부산
SD2000886,여성,10대,부산
SD2000887,여성,10대,부산
SD2002735,여성,30대,전북
SD2000889,여성,30대,광주
SD2002735,여성,30대,전북
SD2000890,여성,40대,광주
SD2000889,여성,30대,광주
SD2000890,여성,40대,광주
SD2001317,남성,40대,경남
SD2001318,여성,40대,서울
SD2000891,여성,40대,광주
SD2000893,남성,40대,광주
SD2000892,여성,40대,전남
SD2000893,남성,40대,광주
SD2000896,여성,10대,서울
SD2000897,여성,10대,서울
SD2001178,남성,50대,서울
SD2001179,여성,40대,울산
SD2001280,여성,50대,광주
SD2001278,남성,60대,광주
SD2000899,남성,40대,부산
SD2000900,남성,40대,부산
SD2000899,남성,40대,부산
SD2000901,남성,50대,부산
SD2000902,남성,40대,부산
SD2000903,여성,50대,부산
SD2000902,남성,40대,부산
SD2000903,여성,50대,부산
SD2000904,여성,40대,서울
SD2000905,여성,50대,서울
SD2000904,여성,40대,서울
SD2000905,여성,50대,서울
SD2000906,여성,50대,서울
SD2000907,여성,60대,서울
SD2000906,여성,50대,서울
SD2000907,여성,60대,서울
SD2002736,여성,50대,서울
SD2002737,여성,40대,전남
SD2002736,여성,50대,서울
SD2002737,여성,40대,전남
SD2000910,여성,50대,서울
SD2000911,여성,50대,서울
SD2000910,여성,50대,서울
SD2000911,여성,50대,서울
SD2000912,여성,60대,서울
SD2000913,여성,10대,경기
SD2000912,여성,60대,서울
SD2000914,여성,10대,경기
SD2000913,여성,10대,경기
