folder,id,form,original_form,speaker_id,start,end,note
SDRW2000000518,SDRW2000000518.1.1.181,뉴스 기사 봤을 때,뉴스 기사 봤을 때,SD2000652,382.05504,383.80803,
SDRW2000000518,SDRW2000000518.1.1.194,요즘에 뉴스를 봤을 때는,요즘에 뉴스를 봤을 때는,SD2000654,409.77903,411.80901,
SDRW2000000529,SDRW2000000529.1.1.145,뉴스에서 기사에서 보면은,뉴스에서 기사에서 보면은,SD2000664,343.89102,346.02208,
SDRW2000000532,SDRW2000000532.1.1.77,딱히 뉴스나 뭐,딱히 뉴스나 뭐,SD2000666,158.67005,160.82002,
SDRW2000000532,SDRW2000000532.1.1.189,이 이~ 뭐 뉴스에 제가 실제로 뭐 이런 분들을 본 건 아니지만,이 이~ 뭐 뉴스에 제가 실제로 뭐 이런 분들을 본 건 아니지만,SD2000666,428.58003,432.52108,
SDRW2000000532,SDRW2000000532.1.1.232,수급하는 사람들 너무 많았잖아요. 이번에 무슨 뉴스에서도,수급하는 사람들 너무 많았잖아요. 이번에 무슨 뉴스에서도,SD2000666,526.00005,529.13807,
SDRW2000000540,SDRW2000000540.1.1.8,사람들의 니즈나 이런 것들이,사람들의 니즈나 이런 것들이,SD2000675,16.66202,19.02707,
SDRW2000000542,SDRW2000000542.1.1.133,그게 전체 그 뉴스를 자세히 들여다 보면,그게 전체 그 뉴스를 자세히 들여다 보면,SD2000676,301.03803,303.81707,
SDRW2000000542,SDRW2000000542.1.1.156,아홉 시 뉴스데스크에 나와서 하는 것들이 보 바 그~ 실제 그~ 현재 있었는데,아홉 시 뉴스데스크에 나와서 하는 것들이 보 바 그~ 실제 그~ ((현재)) 있었는데,SD2000676,346.57606,351.20807,
SDRW2000000542,SDRW2000000542.1.1.173,제대로 된 뉴스들을 보면서,제대로 된 뉴스들을 보면서,SD2000676,381.80502,383.76607,
SDRW2000000547,SDRW2000000547.1.1.107,그 이후에는 요거트나 뉴욕치즈케이크라는 맛을,그 이후에는 요거트나 뉴욕치즈케이크라는 맛을,SD2000681,230.38808,234.16806,
SDRW2000000551,SDRW2000000551.1.1.112,그러면서 한탄을 하는 저희가 뉴스를 봤어요.,그러면서 한탄을 하는 저희가 뉴스를 봤어요.,SD2000687,245.44607,248.65108,
SDRW2000000563,SDRW2000000563.1.1.357,뭐 뉴스 와이티엔 예,뭐 뉴스 와이티엔 예,SD2000699,888.06303,891.05807,
SDRW2000000563,SDRW2000000563.1.1.358,와이티엔 뉴스나,와이티엔 뉴스나,SD2000699,891.06805,893.55803,
SDRW2000000564,SDRW2000000564.1.1.45,지금 이 뉴스나 이런 매스컴을 보니까 이제,지금 이 뉴스나 이런 매스컴을 보니까 이제,SD2000699,105.59501,108.63908,
SDRW2000000569,SDRW2000000569.1.1.100,그래서 예 예전에 많이 뉴스에서도 많이 나왔던 거 같아.,그래서 -예- 예전에 많이 뉴스에서도 많이 나왔던 거 같애.,SD2000705,253.37908,256.63407,
SDRW2000000570,SDRW2000000570.1.1.116,뉴스 같은 데 보 뉴스 막 요즘,뉴스 같은 데 보 뉴스 막 요즘,SD2000704,224.34306,226.59907,
SDRW2000000570,SDRW2000000570.1.1.177,또 뉴스 이렇게 막,또 뉴스 이렇게 막,SD2000705,365.20601,366.57905,
SDRW2000000573,SDRW2000000573.1.1.224,니벌,니벌,SD2000709,500.65607,503.26405,
SDRW2000000579,SDRW2000000579.1.1.497,실제로 실력파이셨어요. 뉴욕 대학교,실제로 실력파이셨어요. 뉴욕 대학교,SD2000715,815.30401,817.43904,
SDRW2000000583,SDRW2000000583.1.1.380,빨리 빼야겠다 싶은 생각에 이제 아시는 분이 그때 뉴스킨,빨리 빼야겠다 싶은 생각에 이제 아시는 분이 그때 뉴스킨,SD2000718,789.68104,793.56804,
SDRW2000000584,SDRW2000000584.1.1.1,내가 어제 뉴스 기사를 읽었는데,내가 어제 뉴스 기사를 읽었는데,SD2000719,4.28104,6.71402,
SDRW2000000584,SDRW2000000584.1.1.73,뉴스 보니까,뉴스 보니까,SD2000719,143.06405,144.14505,
SDRW2000000584,SDRW2000000584.1.1.74,이 기사는 아니지만은 다른 뉴스 보니까,이 기사는 아니지만은 따른 뉴스 보니까,SD2000719,144.15504,146.71001,
SDRW2000000584,SDRW2000000584.1.1.168,달아주는 거지. 약간 뉴스 유니폼,달아주는 거지. 약간 뉴스 유니폼,SD2000719,329.89006,332.50407,
SDRW2000000584,SDRW2000000584.1.1.169,뉴스에서 나오는 그~ 축구 선수 유니폼에 광고 달아두듯이,뉴스에서 나오는 그~ 축구 선수 유니폼에 광고 달아두듯이,SD2000719,332.51401,336.23806,
SDRW2000000584,SDRW2000000584.1.1.227,뉴스 봤던 거에서는,뉴스 봤던 거에서는,SD2000719,458.46702,460.32105,
SDRW2000000591,SDRW2000000591.1.1.186,뉴스에 나오는 그런 사건들 뭐 엔번방 파일이라든가 그런 사건들에 대해서 다루는 걸,뉴스에 나오는 그런 사건들 뭐 엔번방 파일이라든가 그런 사건들에 대해서 다루는 걸,SD2000726,417.59706,422.36003,
SDRW2000000595,SDRW2000000595.1.1.383,아~ 뉴욕도,아~ 뉴욕도,SD2000730,864.03006,864.96708,
SDRW2000000599,SDRW2000000599.1.1.91,제일 가보고 싶은 곳이 뉴욕인데,제일 가보고 싶은 곳이 뉴욕인데,SD2000735,237.07702,240.24803,
SDRW2000000599,SDRW2000000599.1.1.94,아직은 가족들 데리고 뉴욕까지 갈 상황이 못 돼요.,아직은 가족들 데리고 뉴욕까지 갈 상황이 못 돼요.,SD2000735,245.13307,248.50204,
SDRW2000000599,SDRW2000000599.1.1.98,뉴욕이나 이런,뉴욕이나 이런,SD2000735,253.57001,254.66308,
SDRW2000000599,SDRW2000000599.1.1.137,뉴욕,뉴욕,SD2000734,335.29302,336.50706,
SDRW2000000599,SDRW2000000599.1.1.266,저는 제일 재밌었던 게 뉴욕에서,저는 제일 재밌었던 게 뉴욕에서,SD2000735,665.41102,668.38407,
SDRW2000000599,SDRW2000000599.1.1.276,아가씨는 그럼 뉴욕,아가씨는 그럼 뉴욕,SD2000735,692.10502,693.84904,
SDRW2000000603,SDRW2000000603.1.1.80,그 녀석을 꼽을 수밖에 없네요.,그 녀석을 꼽을 수밖에 없네요.,SD2000738,179.13306,182.81408,
SDRW2000000604,SDRW2000000604.1.1.12,뉴라는 멤버를 젤 좋아해.,뉴라는 멤버를 젤 좋아해.,SD2000740,37.26305,40.10505,
SDRW2000000604,SDRW2000000604.1.1.17,뉴가,뉴가,SD2000739,46.94508,48.08206,
SDRW2000000604,SDRW2000000604.1.1.20,뉴가 핑크 머리한 거 보고 잘생겼다고 생각해가지고 젤 좋아해.,뉴가 핑크 머리한 거 보고 잘생겼다고 생각해가지고 젤 좋아해.,SD2000740,52.15405,57.43004,
SDRW2000000604,SDRW2000000604.1.1.95,뉴스 뉴스를 본 적이 있는데,뉴스 뉴스를 본 적이 있는데,SD2000740,222.37102,224.96903,
SDRW2000000604,SDRW2000000604.1.1.106,너는 뉴의,너는 뉴의,SD2000739,252.50306,254.02508,
SDRW2000000604,SDRW2000000604.1.1.109,뉴가,뉴가,SD2000740,257.62507,259.35608,
SDRW2000000604,SDRW2000000604.1.1.112,그렇기 때문에 나는 뉴를 좋아하고 있어.,그렇기 때문에 나는 뉴를 좋아하고 있어.,SD2000740,262.73604,265.16607,
SDRW2000000606,SDRW2000000606.1.1.341,그담에 거 맛있는 녀석들,그담에 거 맛있는 녀석들,SD2000742,763.74407,766.09603,
SDRW2000000627,SDRW2000000627.1.1.10,온라인 뉴스나 뭐 신문 요런 데서 본 거는,온라인 뉴스나 뭐 신문 요런 데서 본 거는,SD2000762,23.27803,26.27906,
SDRW2000000628,SDRW2000000628.1.1.3,내년도 최저임금 협상이 된다고 인제 뉴스에,내년도 최저임금 협상이 된다고 인제 뉴스에,SD2000762,5.47704,10.80505,
SDRW2000000630,SDRW2000000630.1.1.4,네 안 그래도 뉴스 기사 뭐 인터넷 기사 보면은,네 안 그래도 뉴스 기사 뭐 인터넷 기사 보면은,SD2000766,12.05605,15.84002,
SDRW2000000631,SDRW2000000631.1.1.217,던 그 뉴스 장면이 생각이 나거든요. 근데,던 그 뉴스 장면이 생각이 나거든요. 근데,SD2000766,490.50803,493.13306,
SDRW2000000634,SDRW2000000634.1.1.42,뉴스나 영상으로,뉴스나 영상으로,SD2000769,84.72303,86.57906,
SDRW2000000645,SDRW2000000645.1.1.11,저 녀석이,저 녀석이,SD2000781,28.02505,31.87008,
SDRW2000000648,SDRW2000000648.1.1.9,물론 뉴욕은 못 갔어.,물론 뉴욕은 못 갔어.,SD2000782,19.31103,20.69506,
SDRW2000000648,SDRW2000000648.1.1.10,미국 하면 뉴욕인데 뉴욕을 못 가고 워싱턴 디시를 갔는데,미국 하면 뉴욕인데 뉴욕을 못 가고 워싱턴 디씨를 갔는데,SD2000782,20.70504,24.29001,
SDRW2000000649,SDRW2000000649.1.1.250,녀 역할을 하는,녀 역할을 하는,SD2000784,567.78508,569.26006,
SDRW2000000652,SDRW2000000652.1.1.168,야 이 녀석이 혹시,야 이 녀석이 혹시,SD2000786,394.87808,397.54708,
SDRW2000000652,SDRW2000000652.1.1.182,6학년 아이가 와 저 녀석이 저런 얘기를 다 하는구나,육 학년 아이가 와 저 녀석이 저런 얘기를 다 하는구나,SD2000786,428.88803,432.67305,
SDRW2000000652,SDRW2000000652.1.1.371,고 녀석은 막내예요.,고 녀석은 막내예요.,SD2000786,849.20806,851.03906,
SDRW2000000660,SDRW2000000660.1.1.106,하지만 요새 뉴스에도 그렇고,하지만 요새 뉴스에도 그렇고,SD2001176,200.94406,203.93302,
SDRW2000000667,SDRW2000000667.1.1.15,그거는 잘 모르겠지만 돈가스만 먹으면은 속이 니글니글 해서,그거는 잘 모르겠지만 돈까스만 먹으면은 속이 니글니글 해서,SD2000803,35.81505,39.61906,
SDRW2000000671,SDRW2000000671.1.1.36,그렇게 뉴스가,그렇게 뉴스가,SD2000806,80.05806,81.56606,
SDRW2000000672,SDRW2000000672.1.1.4,이렇게 신문 뉴스에 보면은,이케 신문 뉴스에 보면은,SD2000806,8.20008,10.23605,
SDRW2000000672,SDRW2000000672.1.1.21,뉴스로 잠깐 이제,뉴스로 잠깐 이제,SD2000806,53.93507,55.33003,
SDRW2000000672,SDRW2000000672.1.1.25,이렇게 뉴스로 듣기로는,이케 뉴스로 듣기로는,SD2000806,60.15108,61.89306,
SDRW2000000672,SDRW2000000672.1.1.57,언론 이렇게 뉴스에 이렇게 이렇게,언론 이케 뉴스에 이케 이케,SD2000806,130.31801,132.88903,
SDRW2000000673,SDRW2000000673.1.1.45,제가 뉴스나,제가 뉴스나,SD2000808,98.66705,100.43307,
SDRW2000000673,SDRW2000000673.1.1.127,티브이 뉴스나 아니면,티비 뉴스나 아니면,SD2000808,268.14705,269.94904,
SDRW2000000676,SDRW2000000676.1.1.170,요즘에 뉴스를 보면은,요즘에 뉴스를 보면은,SD2000811,362.60505,365.40906,
SDRW2000000676,SDRW2000000676.1.1.185,어~ 뉴스나 이런 데서,어~ 뉴스나 이런 데서,SD2000811,396.49506,397.88601,
SDRW2000000676,SDRW2000000676.1.1.210,그런 뉴스를 가끔 볼 때면 아 굳,그런 뉴스를 가끔 볼 때면 아 굳,SD2000811,442.99508,444.70101,
SDRW2000000679,SDRW2000000679.1.1.230,저는 뉴스에서 접하는데,저는 뉴스에서 접하는데,SD2001223,569.78605,571.60302,
SDRW2000000681,SDRW2000000681.1.1.2,우리가 이슈가 된 뉴스가 하나 있었잖아.,우리가 이슈가 된 뉴스가 하나 있었잖아.,SD2000816,8.36903,11.23604,
SDRW2000000681,SDRW2000000681.1.1.6,그 뉴스를 봤을 때,그 누쓰를 봤을 때,SD2000816,17.00608,19.21707,
SDRW2000000681,SDRW2000000681.1.1.109,그러니까나는 뉴스를 보면서 무슨 생각을 했냐면,((그까))나는 누쓰를 보면서 무슨 생각을 했냐면,SD2000816,261.40803,265.23102,
SDRW2000000681,SDRW2000000681.1.1.129,뉴스에서 봤듯이 선진국 같은 경우는 뭐 7년 뭐,누쓰에서 봤듯이 선진국 같은 경우는 뭐 칠 년 뭐,SD2000816,301.42805,305.37602,
SDRW2000000686,SDRW2000000686.1.1.196,한번은 뉴스에도 나왔어.,한번은 뉴스에도 나왔어.,SD2000822,406.90702,408.52507,
SDRW2000000693,SDRW2000000693.1.1.209,가끔가다 뉴스에 인제,가끔가다 뉴스에 인제,SD2000828,364.63302,366.44303,
SDRW2000000699,SDRW2000000699.1.1.396,되게 많이 뉴스에도 나오고 하는데,되게 많이 뉴스에도 나오고 하는데,SD2000833,739.81305,741.81704,
SDRW2000000700,SDRW2000000700.1.1.308,뉴질랜드에서,뉴질랜드에서,SD2000835,633.62506,634.90505,
SDRW2000000704,SDRW2000000704.1.1.389,뉴 눈치라고 해야 되나? 약간 민,뉴 눈치라고 해야 되나? 약간 민,SD2000838,729.90901,732.83706,
SDRW2000000705,SDRW2000000705.1.1.1,요즘 뉴스에서 보다시피,요즘 뉴스에서 보다시피,SD2000840,3e-05,1.91907,
SDRW2000000707,SDRW2000000707.1.1.234,아빠 닮았다하면 난 엄마 닮고 싶어 하다못해 아들 녀석도 난 엄마 닮았어,아빠 ((닮았다하면)) 난 엄마 닮고 싶어 하다못해 아들 녀석도 난 엄마 닮았어,SD2000843,453.19702,457.47706,
SDRW2000000717,SDRW2000000717.1.1.50,뭐 몇 남 몇 녀의 뭐 몇 째,뭐 몇 남 몇 녀의 뭐 몇 째,SD2001253,96.27705,98.32708,
SDRW2000000718,SDRW2000000718.1.1.14,뉴스에서 봤을 때,뉴스에서 봤을 때,SD2000854,26.80404,28.01104,
SDRW2000000721,SDRW2000000721.1.1.16,어~ 뉴스에도 많이 나오지만,어~ 뉴스에도 많이 나오지만,SD2000856,31.44104,35.47508,
SDRW2000000722,SDRW2000000722.1.1.151,뉴스만 보고 하니까,뉴스만 보고 하니까,SD2000857,338.23702,340.47507,
SDRW2000000722,SDRW2000000722.1.1.182,아시잖아요. 제가 뉴스 잘 안 보는 거,아시잖아요. 제가 뉴스 잘 안 보는 거,SD2000858,408.20207,410.87307,
SDRW2000000723,SDRW2000000723.1.1.141,뭐 냐쨩이나 이런 곳,뭐 나트랑이나 이런 곳,SD2000858,311.34304,313.14608,
SDRW2000000723,SDRW2000000723.1.1.152,냐쨩이나 요런 데는,나트랑이나 요런 데는,SD2000858,329.56401,331.70502,
SDRW2000000725,SDRW2000000725.1.1.3,뉴스를 보고 하는 타입은 아니라서,뉴스를 보고 하는 타입은 아니라서,SD2000859,5.23704,7.69504,
SDRW2000000726,SDRW2000000726.1.1.1,뉴스를 보고,뉴스를 보고,SD2000860,3.72004,5.35901,
SDRW2000000727,SDRW2000000727.1.1.287,팬들의 그 니즈를,팬들의 그 니즈를,SD2000863,695.95306,697.63702,
SDRW2000000738,SDRW2000000738.1.1.135,뉴질랜드산이 제일 좋대. 근데,뉴질랜드산이 제일 좋대. 근데,SD2000873,317.94704,320.92604,
SDRW2000000738,SDRW2000000738.1.1.138,먹는다고 인제 뉴질랜드에 직구해갖고 먹었는데,먹는다고 인제 뉴질랜드에 직구해갖고 먹었는데,SD2000873,325.35005,328.64608,
SDRW2000000738,SDRW2000000738.1.1.141,큰시누가 아는 분이 뉴질랜드에 뭐 딸이 산대.,큰시누가 아는 분이 뉴질랜드에 뭐 딸이 산대.,SD2000873,332.67401,336.70307,
SDRW2000000738,SDRW2000000738.1.1.143,요새 비행기가 인제 끊어졌다가 요새 뉴질랜드 비행기가 다닌다 하더라고.,요새 비행기가 인제 끊어졌다가 요새 뉴질랜드 비행기가 다닌다 하더라고.,SD2000873,337.39308,341.59205,
SDRW2000000738,SDRW2000000738.1.1.160,그래도 하여튼 뉴질랜드산이,그래도 하여튼 뉴질랜드산이,SD2000873,382.18802,383.93803,
SDRW2000000739,SDRW2000000739.1.1.40,뉴스 볼 때마다,뉴스 볼 때마다,SD2000873,108.46307,110.16302,
SDRW2000000740,SDRW2000000740.1.1.339,그 사람들이 그~ 뉴욕의 사람들이,그 사람들이 그~ 뉴욕의 사람들이,SD2000875,644.63906,646.98201,
SDRW2000000740,SDRW2000000740.1.1.378,음~ 뉴욕도 좋지만,음~ 뉴욕도 좋지만,SD2000874,727.52906,729.76507,
SDRW2000000740,SDRW2000000740.1.1.379,이쪽은 이제 뉴욕은 좀 춥고 그렇잖아요.,이쪽은 이제 뉴욕은 좀 춥고 그렇잖아요.,SD2000874,729.77504,732.15403,
SDRW2000000753,SDRW2000000753.1.1.30,그~ 뉴스에서 보시다시피,그~ 뉴스에서 보시다시피,SD2000889,110.34704,113.93802,
SDRW2000000753,SDRW2000000753.1.1.63,그런 방법은 없는 거 같아요. 근데 저는 그~ 뉴스에서 보시다시피,그런 방법은 없는 거 같아요. 근데 저는 그~ 뉴스에서 보시다시피,SD2000889,225.79902,231.26506,
SDRW2000000753,SDRW2000000753.1.1.114,어~ 뭐 뉴스를 보더라도,어~ 뭐 뉴스를 보더라도,SD2002735,414.19105,416.57001,
SDRW2000000756,SDRW2000000756.1.1.65,이런 뉴스 기사가 나는 거 같기도 합니다.,이런 뉴스 기사가 나는 거 같기도 합니다.,SD2001317,168.92305,172.42905,
SDRW2000000758,SDRW2000000758.1.1.48,뉴스 제보를 한다든지,뉴스 제보를 한다던지,SD2000892,136.05305,137.72504,
SDRW2000000762,SDRW2000000762.1.1.169,법적으로 보호를 받아야 된다고 생각을 하십니까? 이 지금 뉴스 사건으로는,법적으로 보호를 받아야 된다고 생각을 하십니까? 이 지금 뉴스 사건으로는,SD2001179,470.94606,476.89508,
SDRW2000000774,SDRW2000000774.1.1.57,제가 기사를 읽거나 아니면 뉴스를 보면서 그분들이,제가 기사를 읽거나 아니면 뉴스를 보면서 그분들이,SD2000911,128.64208,132.76304,
SDRW2000000785,SDRW2000000785.1.1.20,크게 뭐 뉴스 나올만한 그런 문제는 아니었던 거 같은데,크게 뭐 뉴스 나올만한 그런 문제는 아니었던 거 같은데,SD2000921,56.78402,60.65004,
SDRW2000000785,SDRW2000000785.1.1.308,근데 그런 뉴스를 볼 때마다,근데 그런 뉴스를 볼 때마다,SD2000921,760.03001,762.75004,
SDRW2000000785,SDRW2000000785.1.1.322,뉴스 나오고,뉴스 나오고,SD2000922,788.97303,790.26408,
SDRW2000000785,SDRW2000000785.1.1.324,뉴스나 소식 들으면,뉴스나 소식 들으면,SD2000922,791.88004,795.01903,
SDRW2000000787,SDRW2000000787.1.1.4,날씨 저기한데 또 식중독 그~ 뉴스에도 나왔잖아.,날씨 저기한데 또 식중독 그~ 뉴스에도 나왔잖아.,SD2000925,12.53606,16.81605,
SDRW2000000791,SDRW2000000791.1.1.233,상황도 많이 뉴스에 나오고 그러다 보니까,상황도 많이 뉴스에 나오고 그러다 보니까,SD2000927,478.18002,480.56007,
SDRW2000000792,SDRW2000000792.1.1.224,뉴트로라고 해서,누트로라고 해서,SD2000930,499.19405,501.17007,
SDRW2000000794,SDRW2000000794.1.1.65,인제 인터넷 뉴스를 보면서 제가 폐지 줍는 노인 절반 월 10만 원도 못 번다 저도 이걸,인제 인터넷 뉴스를 보면서 제가 폐지 줍는 노인 절반 월 십만 원도 못 번다 저도 이걸,SD2000931,147.61807,153.21207,
SDRW2000000804,SDRW2000000804.1.1.38,혹시 관련해서 좀 재미있는 뉴스 보신 게,혹시 관련해서 좀 재미있는 뉴스 보신 게,SD2000941,111.62205,115.57603,
SDRW2000000804,SDRW2000000804.1.1.40,특이할 만한 뉴스거리를,특이할 만한 뉴스거리를,SD2000941,118.02404,120.16702,
SDRW2000000804,SDRW2000000804.1.1.273,제가 뉴스를,제가 뉴스를,SD2000941,721.70102,723.43503,
SDRW2000000809,SDRW2000000809.1.1.181,뉴스를 잘 보지 않아서 자세한 내용은 모르지만,뉴스를 잘 보지 않아서 자세한 내용은 모르지만,SD2000945,536.35401,540.27305,
SDRW2000000809,SDRW2000000809.1.1.276,뉴스를 본 적이 있는데,뉴스를 본 적이 있는데,SD2000945,827.70906,829.39206,
SDRW2000000821,SDRW2000000821.1.1.6,뭐 뉴스도 보고,뭐 뉴스도 보고,SD2000958,19.61508,21.22406,
SDRW2000000821,SDRW2000000821.1.1.10,그래가지고 거기에 대한 뉴스 보고 조금,그래가지고 거기에 대한 뉴스 보고 쫌,SD2000958,27.70304,29.93407,
SDRW2000000821,SDRW2000000821.1.1.41,뭐 뉴스 시사 프로도 좋아하고,뭐 뉴스 시사 프로도 좋아하고,SD2000957,93.43501,95.63706,
SDRW2000000821,SDRW2000000821.1.1.142,뉴스 같은 거 말고 다른 건 안 보세요?,뉴스 같은 거 말고 따른 건 안 보세요?,SD2000957,351.48008,355.01707,
